1876,361,32,12,12,10,2,11
0,1985,342,29,23,15,5,8
0,0,1910,360,37,16,13,8
0,0,0,1720,364,28,17,8
0,0,0,0,1606,296,31,12
0,0,0,0,0,2113,391,37
0,0,0,0,0,0,2308,450
0,0,0,0,0,0,0,2514
